Solution
2.4276579524
-0.9261162383
3.0400811862
0.7090782849
0.8879384094
1.1672897626
-0.2370689436
-1.3434210454
-1.2811737379
-0.5385723323
-0.8425118581
1.0261114717
1.0223433395
-0.3242241317
-2.9257577514
0.9428144655
-0.6420048287
-0.5115280334
-1.0907335590
2.2567827258
1.8407156062
1.0659062127
-0.6611475430
-0.7956828814
0.5947755311
-0.2438160624
0.3969833142
0.6073685975
2.0934874618
-1.0425840197
-0.0252121679
0.0927998637
-0.8295819799
-1.0572695243
-0.2947343838
0.5959327939
-1.2345629319
-2.3474349181
-3.1174515915
-0.3271708320
1.1053968729
0.0211418333
-1.8585071108
1.5793640300
1.2859114806
-0.1289022042
-1.6494926361
-0.0816310122
-1.0047246313
-0.4650528251
-3.2480833423
-0.8411007444
-0.7836549145
0.9204772697
-1.0625571854
-0.3471982425
-2.4797816644
0.1136870045
1.1366377088
0.8714637049
1.2044554750
0.6004765825
-1.9322266103
-2.5018130438
1.5707820801
-1.1216878259
1.8263338180
-0.7224932802
-1.3244942105
1.0383595500
1.6909980514
1.1548947640
-1.4069398047
-1.3208006404
-0.4415949043
-3.3112472735
1.4650758313
0.1784381882
0.8331131974
0.6633556017
0.5104712212
2.1933674080
2.5968649146
0.1893382982
-0.6415566309
-0.9083960991
-1.7628077374
-1.3857817882
2.0879049685
0.9576076901
0.1471318154
0.5262227163
-0.4077664047
-1.9116397372
1.9398691431
-2.0622931013
-1.3440893420
-1.5255711494
-1.1049399396
1.0102420489
-2.0632233468
-0.0155677882
-1.7718018502
-0.3291143215
2.2548056975
2.1373923614
2.2251476970
-1.0232625742
-0.7809710859
0.2215449836
-1.6376850115
1.6971879488
-1.7363707630
0.1434027693
-1.1314743445
-3.0932494137
-1.7927368708
-1.2174333651
1.4160583139
-1.2020997689
-0.5539448053
-2.2190952782
0.5204076660
-0.3068864646
-0.4997267030
0.0812856860
-0.3717722457
-0.6671673516
0.9926803036
1.1188464156
0.0237091809
-2.5403969473
1.5184916764
-2.4371460993
2.7592291582
0.0316712847
-2.5150144229
-2.2564800374
1.8841762824
1.2140227694
-0.1839418105
-0.4381633505
-0.7957059873
-0.3853898662
-0.2036345712
0.9186667961
-2.8272137058
-0.3124738627
-0.1652942935
1.5846726974
-1.2363355346
1.7239767847
0.4609342786
-1.1689015487
-0.5529552346
2.9473921644
-0.2099645251
0.5778764103
-1.2875291026
-1.6851095556
-0.7006035062
-1.0450034686
0.7770434159
3.1431702005
0.7010180271
0.7701212332
1.2098978890
0.4454417385
-1.6792936954
-1.7842345689
-0.5576162062
-0.4391382783
1.3554901740
-1.9303018536
0.9114234081
0.2059346205
-1.8504479642
2.2833070664
-0.6344479474
-2.3752181006
0.4871314429
0.9867353480
-1.7282244637
1.9229174484
-1.3411050214
0.8097142001
-2.6440143885
0.8366555742
1.0427951155
0.2455544075
-1.8937875922
-2.3979802941
2.2851614719
-0.6606083463
1.3273950284
0.1841250414
-1.3855911557
-0.4985048525
-2.9566162784
-1.3803046346
0.7146844851
1.8390136558
-0.3855313070
-0.9327065208
-0.5132952690
-2.4624714403
-0.6652516973
1.0227974482
0.2927455181
0.5309628276
-1.9942304549
-1.0202079237
-1.2820625500
1.5215404244
0.0087282581
-0.8166377668
1.5723588208
-1.0424235569
0.5151385680
-0.6270019847
0.8017721233
-2.1379460157
0.2308529750
0.5089272704
-2.4309517619
1.3434145729
0.7339162498
1.8424505683
-0.3268016244
-1.0877695417
1.0488355528
-2.2400398360
1.6028128967
-0.3237955676
2.3194195121
-1.3335121884
-2.5164518316
0.6466607940
0.1123600375
-2.1402575647
0.0508538120
-3.1806050041
-0.3876823692
2.3166796751
1.9566549839
-1.4720967350
-1.1517436429
-0.3722437956
0.1828378316
0.0640759380
1.4355109163
1.5837794681
-1.5334119098
0.7207383451
1.4678063868
-0.1187871300
0.2065566233
0.5202625108
-0.6416287202
1.8523825125
1.6914565990
-0.1234676100
-0.1463685408
-0.2197334511
0.3193512340
-0.0677879905
0.5313084471
-0.1783998112
0.1728617901
-3.5446213710
0.1098148327
1.2700439419
-0.2526426557
-0.2297502467
-0.0492589819
-0.9395104315
2.7437025107
-0.0311349194
0.1681315307
1.5089082527
-0.1003346487
2.6153734918
1.6566974953
-1.4264932908
-0.7539611552
0.2932526874
-0.7488041009
-0.8493197450
0.5446124281
0.9172120366
1.5645059338
-0.2127105728
2.4884048997
0.4782926088
2.7308888639
-2.6616399590
-0.0068460009
-0.0295485655
1.8839311056
-2.3381697145
2.8051328774
2.8620199607
1.1620702262
0.7286011170
1.0137253405
-1.1981253757
-0.9600417226
-0.0949263022
1.4733600415
-1.8727600633
0.7647138587
-2.3114697693
-0.0328508033
-2.1573510663
-1.7695392194
-1.3718613509
-2.0934363371
0.9975566054
0.4694172997
-0.0687581663
-1.6484686108
-0.6112433442
0.3554011157
-1.5465280286
0.4024473653
0.5052429364
0.0626160047
-0.4813272118
0.7581464677
-2.1444099573
2.5043142281
0.5705066668
-1.5186868913
1.7816442424
-0.5114456147
-1.5161062977
1.6276047359
2.9698093835
-1.0010769731
2.5690863131
1.4355254396
-0.9352418738
-1.1805425557
-0.3053824417
-0.3801227024
-2.1464714369
0.0233952208
0.9235029275
0.7330878048
2.6866976770
1.5276901341
1.5818152374
-0.5083222736
0.1699553061
1.6326657159
0.0404008055
1.2408805605
0.7636216835
-0.6534189357
-0.5458561012
-0.1908150895
-0.0686355044
0.3180867235
0.7594017940
0.0130809665
-0.4558569318
-0.3884936569
1.0615874546
-1.4668576004
-0.5508086842
-1.0666168999
-1.8925905613
1.2242857721
0.0170682088
-0.3791802489
0.3919771361
-0.4200039456
0.7609982246
0.5984110361
-0.5054656172
-2.4830692129
-1.0780066512
0.9267934494
